season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,judge_share,fan_judge_gap,momentum,popularity_score,eliminated,uncertainty_width
1,1,0,John O'Hurley,Charlotte Jorgensen,20.0,0.41408544041967815,4140854.4041967816,0.1834862385321101,0.23059920188756805,0.2474187737530115,-1.791759469228055,0,0.2617519200008564
1,1,1,Kelly Monaco,Alec Mazo,13.0,0.033990202807025804,339902.02807025803,0.11926605504587157,-0.08527585223884576,-0.13267646385964085,-1.791759469228055,0,0.0
1,1,2,Evander Holyfield,Edyta Sliwinska,18.0,0.05604037036335465,560403.7036335465,0.1651376146788991,-0.10909724431554443,-0.110626296303312,-1.791759469228055,0,0.036354580272621236
1,1,3,Rachel Hunter,Jonathan Roberts,20.0,0.25115551535514374,2511555.1535514374,0.1834862385321101,0.06766927682303364,0.08448884868847709,-1.791759469228055,0,0.2617519200008564
1,1,4,Joey McIntyre,Ashly DelGrosso,20.0,0.15233352041882176,1523335.2041882176,0.1834862385321101,-0.031152718113288347,-0.014333146247844902,-1.791759469228055,0,0.2617519200008564
1,1,5,Trista Sutter,Louis van Amstel,18.0,0.09239495063597589,923949.5063597589,0.1651376146788991,-0.0727426640429232,-0.07427171603069077,-1.791759469228055,0,0.036354580272621236
1,2,0,John O'Hurley,Charlotte Jorgensen,26.0,0.41408544041967815,4140854.4041967816,0.21487603305785125,0.1992094073618269,0.0,-1.5187365130469845,0,0.0
1,2,1,Kelly Monaco,Alec Mazo,17.0,0.05604037036335465,560403.7036335465,0.14049586776859505,-0.08445549740524039,0.022050167556328847,-2.2687365130469845,0,0.0
1,2,2,Evander Holyfield,Edyta Sliwinska,14.0,0.09239495063597589,923949.5063597589,0.11570247933884298,-0.023307528702867092,0.036354580272621236,-2.1187365130469846,0,0.0
1,2,3,Rachel Hunter,Jonathan Roberts,24.0,0.25115551535514374,2511555.1535514374,0.19834710743801653,0.05280840791712721,0.0,-1.6687365130469844,0,0.0
1,2,4,Joey McIntyre,Ashly DelGrosso,21.0,0.15233352041882176,1523335.2041882176,0.17355371900826447,-0.021220198589442713,0.0,-1.8187365130469844,0,0.0
1,2,5,Trista Sutter,Louis van Amstel,19.0,0.033990202807025804,339902.02807025803,0.15702479338842976,-0.12303459058140395,-0.05840474782895008,-1.9687365130469845,1,0.0
1,3,0,John O'Hurley,Charlotte Jorgensen,24.0,0.4286555287771669,4286555.287771669,0.22641509433962265,0.20224043443754425,-1.1102230246251565e-16,-1.3276204437202352,0,0.0
1,3,1,Kelly Monaco,Alec Mazo,21.0,0.09564597678455913,956459.7678455913,0.19811320754716982,-0.10246723076261069,0.03763375938656126,-2.4526204437202352,0,0.037633759386561265
1,3,2,Evander Holyfield,Edyta Sliwinska,13.0,0.05801221739799787,580122.1739799787,0.12264150943396226,-0.0646292920359644,-0.03763375938656128,-2.1976204437202354,1,0.037633759386561265
1,3,3,Rachel Hunter,Jonathan Roberts,26.0,0.2599927206586828,2599927.206586828,0.24528301886792453,0.014709701790758256,0.0,-1.5826204437202351,0,0.0
1,3,4,Joey McIntyre,Ashly DelGrosso,22.0,0.15769355638159327,1576935.5638159327,0.20754716981132076,-0.049853613429727495,-2.7755575615628914e-17,-1.837620443720235,0,0.0
1,4,0,John O'Hurley,Charlotte Jorgensen,21.0,0.16740509727844333,1674050.9727844333,0.22826086956521738,-0.06085577228677405,-0.28764913664496783,-1.1834648043517098,0,0.0
1,4,1,Kelly Monaco,Alec Mazo,26.0,0.27600434470659363,2760043.4470659364,0.2826086956521739,-0.006604350945580262,0.17446802061504185,-2.4209648043517094,0,0.0
1,4,3,Rachel Hunter,Jonathan Roberts,25.0,0.1015363240915518,1015363.240915518,0.2717391304347826,-0.1702028063432308,-0.17446802061504182,-1.5119648043517098,1,0.0
1,4,4,Joey McIntyre,Ashly DelGrosso,20.0,0.45505423392341127,4550542.339234113,0.21739130434782608,0.23766292957558519,0.28764913664496794,-1.8404648043517096,0,0.0
1,5,0,John O'Hurley,Charlotte Jorgensen,27.0,0.5064803910556541,5064803.910556541,0.3698630136986301,0.136617377357024,0.32015666782980656,-1.3646269645556957,0,0.0
1,5,1,Kelly Monaco,Alec Mazo,23.5,0.1863237232258476,1863237.2322584759,0.3219178082191781,-0.1355940849933305,-0.12087216249265079,-2.0808769645556953,0,0.0
1,5,4,Joey McIntyre,Ashly DelGrosso,22.5,0.30719588571849843,3071958.8571849843,0.3082191780821918,-0.0010232923636933622,-0.19928450533715558,-1.5245269645556954,0,0.0
1,6,0,John O'Hurley,Charlotte Jorgensen,27.0,0.37754066879814546,3775406.6879814547,0.4954128440366973,-0.11787217523855181,-0.35351790983185943,-1.159319776381507,0,0.0
1,6,1,Kelly Monaco,Alec Mazo,27.5,0.6224593312018546,6224593.312018546,0.5045871559633027,0.11787217523855187,0.3535179098318595,-1.9606947763815068,0,0.0
2,1,6,Tatum O'Neal,Nick Kosovich,23.0,0.24027014605074354,2402701.4605074353,0.11794871794871795,0.12232142810202559,0.14027014605074353,-2.3025850929940455,0,0.09453893585733528
2,1,7,Tia Carrere,Maksim Chmerkoskiy,20.0,0.03251702826907968,325170.28269079677,0.10256410256410256,-0.07004707429502288,-0.06748297173092033,-2.3025850929940455,0,0.02439642200510052
